Pcode,Town,District,dis_code,Province,Geo_x,Geo_y,B,S,Ignore_prov,Ignore_district,Ignore_description
4051,ATHLONE,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.7961723,31.0320766,,Y,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4052,BAYHEAD,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.89304973,31.00259891,Y,,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4053,HYPER BY THE SEA,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.8020261,31.0397728,Y,,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4054,UMHLATUZANA,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.900158,30.923064,Y,Y,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4055,MALVERN,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.8955923,30.9128969,Y,Y,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4056,MARINE PARADE,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.853771,31.038275,Y,Y,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4057,MAYDON WHARF,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.8721008,31.0064919,Y,Y,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4058,MAYVILLE,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.8515,30.98602,Y,Y,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4059,MEREBANK,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.952424,30.970683,Y,Y,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4060,MOBENI,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.945611,30.957094,Y,Y,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4061,MONTCLAIR,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.921287,30.972571,Y,Y,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4062,MUSGRAVE,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.852619,30.999554,Y,Y,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4063,NORTH BEACH,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.841729,31.032667,Y,Y,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4064,NORTHDENE,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.8615812,30.8938383,Y,Y,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4065,NORTHWAY,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.804408,31.0317149,Y,Y,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4066,GLEBE,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.7112184,30.9216522,,Y,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4067,OVERPORT,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.8345,30.99875,Y,Y,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4068,BRIDGEVALE,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.70969,30.995919,,Y,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4069,POINT,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.866839,31.043118,Y,Y,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4070,QUEENSBURGH,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.885521,30.919729,Y,Y,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4071,RED HILL,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.767891,31.027908,Y,Y,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4072,ROSSBURGH,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.904129,30.976564,Y,Y,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4073,WATERTOWER,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.937384,30.989626,Y,,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4074,SNELL PARADE,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.86026,31.01728,Y,Y,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4075,UMBILO,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.881677,30.97775,Y,Y,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4078,QUALBERT,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.8555581,31.01911663,Y,,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4079,SHALLCROSS,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.890178,30.871121,Y,Y,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4080,PHOENIX,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.6979786,31.0130084,Y,Y,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4082,LINDIWE,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.8515,30.98602,Y,,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4083,GLENWOOD,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.95428,30.966222,Y,Y,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4084,BAYVIEW,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.917725,30.917924,Y,Y,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4085,LORNEGREY,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.86026,31.01728,Y,,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4087,MOORTON,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.907871,30.903333,Y,Y,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4088,ISIBANI,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.945611,30.957094,Y,,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4089,NTOKOZWENI,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.9593372,30.9365322,Y,Y,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4090,RESERVOIR HILLS,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.796767,30.937915,Y,Y,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4091,ASHERVILLE,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.86026,31.01728,,Y,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4092,MONTFORD,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.92025,30.875949,Y,Y,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4093,BUFFELS BOSCH,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.876525,30.8829082,,Y,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4094,BELLAIR,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.8849816,30.956081,Y,Y,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4098,UMGENI PARK,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.805685,31.023972,Y,Y,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4099,WOODVIEW,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.686842,31.02657,Y,Y,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4100,ADAMS MISSION,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-30.03119805,30.81600776,Y,Y,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4101,AVONDALE ROAD,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.8,31.0333333,Y,Y,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4102,WHETSTONE,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.8,31.0333333,Y,,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4103,EKUTHULENI,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.98459427,30.70409292,Y,,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4104,MEREBANK CENTRAL,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.86026,31.01728,Y,,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4105,UMBUMBULU,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.98459427,30.70409292,Y,,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4106,THANDOKUHLE,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.98459427,30.70409292,Y,,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4110,ISIPINGO,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.986008,30.926705,Y,Y,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4111,LOTUS PARK,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-30.006243,30.908401,Y,Y,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4113,PROSPECTON,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-30.004253,30.930038,Y,Y,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4115,ISIPINGO BEACH,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.998428,30.940519,Y,Y,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4120,UMBOGINTWINI,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-30.05117,30.87822,Y,Y,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4122,SPARKSVIEW,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.998428,30.940519,Y,,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4125,AMANZIMTOTI,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-30.046453,30.89023,Y,Y,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4126,EZIMBOKODWENI,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-30.0169413,30.8853998,Y,,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4132,MONTFORD,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.907871,30.903333,Y,Y,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4133,GIJANYO,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-28.5305539,30.8958242,,Y,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4134,THE RIDGE,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.890178,30.871121,Y,,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4135,DOONSIDE,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-30.0705425,30.8737523,Y,Y,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4136,FOLWENI,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.992741,30.82636,Y,,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4137,MARINE TERMINAL,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.86026,31.01728,Y,Y,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4138,CLARE ESTATE,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.808726,30.960734,Y,Y,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4139,BERTHING TERMINAL,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.951593,30.968713,Y,,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4140,WARNER BEACH,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-30.081497,30.863508,Y,Y,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4141,SEADOONE,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-30.066048,30.869775,Y,,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4142,DEMAT,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.917996,30.837414,Y,Y,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4144,UMLAZI DX1,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.95646,30.94186,Y,,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4145,WINKLESPRUIT,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-30.096615,30.857802,Y,Y,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4146,MONTA VISTA,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.8955923,30.9128969,Y,,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4147,SAVANNAH PARK,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.884435,30.848726,Y,Y,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4148,RESERVOIR HILLS NEW,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.793843,30.937323,Y,,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4150,ILLOVO,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-30.117958,30.849942,Y,Y,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4151,EMNINI,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-30.05117,30.87822,Y,,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4152,SIRIPATH ROAD,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.796767,30.937915,Y,,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4153,ORIENT PARK,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.986008,30.926705,Y,Y,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4154,PHILANI DORP,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.95646,30.94186,Y,Y,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4155,ILLOVO BEACH,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-30.113441,30.849608,Y,Y,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4156,PHOENIX INDUSTRIAL AREA,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.73218,31.006651,Y,Y,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4157,CLAIRWOOD,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.911013,30.978992,Y,Y,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4158,CAMPBELLSTOWN,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.714973,31.035337,Y,Y,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4159,LA LUCIA,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.753798,31.064575,Y,Y,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4160,MFUME,Ugu District Municipality,DC21,KwaZulu Natal,-30.046453,30.89023,Y,,KwaZulu-Natal,DC21,Ugu District Municipality
4161,NEWLANDS EAST,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.783666,30.975129,Y,Y,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4162,SUMMERFIELDS,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.814774,30.705339,Y,,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4163,WOODHAVEN,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.925993,30.941487,Y,Y,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4170,UMKOMAAS,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-30.205939,30.79771,Y,Y,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4171,ROSENEATH,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-30.1849918,30.743659,Y,,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4172,AMANDAWE,Ugu District Municipality,DC21,KwaZulu Natal,-30.25489831,30.71911883,Y,Y,KwaZulu-Natal,DC21,Ugu District Municipality
4180,SCOTTBURGH,Ugu District Municipality,DC21,KwaZulu Natal,-30.28618,30.75265,Y,Y,KwaZulu-Natal,DC21,Ugu District Municipality
4181,RENISHAW,Ugu District Municipality,DC21,KwaZulu Natal,-30.28618,30.75265,Y,,KwaZulu-Natal,DC21,Ugu District Municipality
4182,PARK RYNIE,Ugu District Municipality,DC21,KwaZulu Natal,-30.3232978,30.7356293,Y,Y,KwaZulu-Natal,DC21,Ugu District Municipality
4183,KELSO,Ugu District Municipality,DC21,KwaZulu Natal,-30.3700651,30.700314,Y,,KwaZulu-Natal,DC21,Ugu District Municipality
4184,PENNINGTON,Ugu District Municipality,DC21,KwaZulu Natal,-30.3788218,30.698437,Y,Y,KwaZulu-Natal,DC21,Ugu District Municipality
4185,IFAFA BEACH,Ugu District Municipality,DC21,KwaZulu Natal,-30.4623128,30.6509076,Y,,KwaZulu-Natal,DC21,Ugu District Municipality
4186,MTWALUME,Ugu District Municipality,DC21,KwaZulu Natal,-30.5048274,30.5974171,Y,,KwaZulu-Natal,DC21,Ugu District Municipality
4187,QWABE,Ugu District Municipality,DC21,KwaZulu Natal,-28.368885,30.716607,Y,,KwaZulu-Natal,DC21,Ugu District Municipality
4188,OGWINI,Ugu District Municipality,DC21,KwaZulu Natal,-28.358885,30.726607,Y,,KwaZulu-Natal,DC21,Ugu District Municipality
4189,EMAGABENI,Ugu District Municipality,DC21,KwaZulu Natal,-30.205939,30.79771,Y,Y,KwaZulu-Natal,DC21,Ugu District Municipality
4192,DUDUDU,Ugu District Municipality,DC21,KwaZulu Natal,-29.9935435,30.7719753,Y,,KwaZulu-Natal,DC21,Ugu District Municipality
4193,UMDONI,Ugu District Municipality,DC21,KwaZulu Natal,-30.312832,30.691555,Y,,KwaZulu-Natal,DC21,Ugu District Municipality
4200,UMZINTO,Ugu District Municipality,DC21,KwaZulu Natal,-30.31213,30.66217,Y,Y,KwaZulu-Natal,DC21,Ugu District Municipality
4201,UMZINTO STA,Ugu District Municipality,DC21,KwaZulu Natal,-30.31213,30.66217,Y,,KwaZulu-Natal,DC21,Ugu District Municipality
4202,BRAEMAR,Ugu District Municipality,DC21,KwaZulu Natal,-30.3014827,30.5094146,Y,,KwaZulu-Natal,DC21,Ugu District Municipality
4204,KENTERTON,Ugu District Municipality,DC21,KwaZulu Natal,-30.31213,30.66217,Y,,KwaZulu-Natal,DC21,Ugu District Municipality
4206,SANGCWABA,Harry Gwala District Municipality,DC43,KwaZulu Natal,-30.189975,30.406192,Y,,KwaZulu-Natal,DC43,Harry Gwala District Municipality
4207,MAGININDANE,Ugu District Municipality,DC21,KwaZulu Natal,-30.31213,30.66217,Y,,KwaZulu-Natal,DC21,Ugu District Municipality
4209,EMALANGENI,Ugu District Municipality,DC21,KwaZulu Natal,-30.31213,30.66217,Y,,KwaZulu-Natal,DC21,Ugu District Municipality
4215,SEZELA,Ugu District Municipality,DC21,KwaZulu Natal,-30.3851378,30.6904823,Y,,KwaZulu-Natal,DC21,Ugu District Municipality
4216,MDASHA,Ugu District Municipality,DC21,KwaZulu Natal,-30.741575,30.450209,Y,,KwaZulu-Natal,DC21,Ugu District Municipality
4220,HIBBERDENE,Ugu District Municipality,DC21,KwaZulu Natal,-30.5786365,30.5710804,Y,Y,KwaZulu-Natal,DC21,Ugu District Municipality
4221,CLIFTON PARK,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-30.5786365,30.5710804,Y,,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4225,UMZUMBE,Ugu District Municipality,DC21,KwaZulu Natal,-30.6239792,30.536502,Y,Y,KwaZulu-Natal,DC21,Ugu District Municipality
4226,MORRISON,Ugu District Municipality,DC21,KwaZulu Natal,-30.741575,30.450209,Y,,KwaZulu-Natal,DC21,Ugu District Municipality
4227,ODEKE,Ugu District Municipality,DC21,KwaZulu Natal,-30.6239792,30.536502,Y,,KwaZulu-Natal,DC21,Ugu District Municipality
4230,ANERLEY,Ugu District Municipality,DC21,KwaZulu Natal,-30.6750591,30.5068821,Y,,KwaZulu-Natal,DC21,Ugu District Municipality
4235,UMTENTWENI,Ugu District Municipality,DC21,KwaZulu Natal,-30.7166851,30.4666667,Y,Y,KwaZulu-Natal,DC21,Ugu District Municipality
4240,PORT SHEPSTONE,Ugu District Municipality,DC21,KwaZulu Natal,-30.741575,30.450209,Y,Y,KwaZulu-Natal,DC21,Ugu District Municipality
4241,SEA PARK,Ugu District Municipality,DC21,KwaZulu Natal,-30.70211985,30.48373941,Y,,KwaZulu-Natal,DC21,Ugu District Municipality
4242,IZOTSHA,Ugu District Municipality,DC21,KwaZulu Natal,-30.78573,30.39843,Y,,KwaZulu-Natal,DC29,iLembe District Municipality,DIS,,Izotsha is next to Izotsha and is located in Ugu District Municipality KwaZulu-Natal South Africa
4243,PLAINS,Ugu District Municipality,DC21,KwaZulu Natal,-30.741575,30.450209,Y,,KwaZulu-Natal,DC21,Ugu District Municipality
4244,PADDOCK,Ugu District Municipality,DC21,KwaZulu Natal,-30.74225,30.28507,Y,,KwaZulu-Natal,DC21,Ugu District Municipality
4246,MEHLOMNYAMA,Ugu District Municipality,DC21,KwaZulu Natal,-30.717135,30.45524,Y,,KwaZulu-Natal,DC21,Ugu District Municipality
4247,DWESHULA,Ugu District Municipality,DC21,KwaZulu Natal,-30.741575,30.450209,Y,,KwaZulu-Natal,DC21,Ugu District Municipality
4249,GAMALAKHE,Ugu District Municipality,DC21,KwaZulu Natal,-30.79803,30.33981,Y,Y,KwaZulu-Natal,DC21,Ugu District Municipality
4250,MURCHISON,Ugu District Municipality,DC21,KwaZulu Natal,-30.7272945,30.3579632,Y,,KwaZulu-Natal,DC21,Ugu District Municipality
4251,AIKEN STREET,Ugu District Municipality,DC21,KwaZulu Natal,-30.741575,30.450209,Y,,KwaZulu-Natal,DC21,Ugu District Municipality
4252,MARBURG,Ugu District Municipality,DC21,KwaZulu Natal,-30.7263955,30.4372034,Y,Y,KwaZulu-Natal,DC21,Ugu District Municipality
4253,BOBOYI,Ugu District Municipality,DC21,KwaZulu Natal,-30.741575,30.450209,Y,Y,KwaZulu-Natal,DC21,Ugu District Municipality
4254,MCOSELA,Ugu District Municipality,DC21,KwaZulu Natal,-30.7263955,30.4372034,Y,,KwaZulu-Natal,DC21,Ugu District Municipality
4255,NODALANE,Ugu District Municipality,DC21,KwaZulu Natal,-30.7263955,30.4372034,Y,,KwaZulu-Natal,DC21,Ugu District Municipality
4256,MANTHINTA,Ugu District Municipality,DC21,KwaZulu Natal,-30.7263955,30.4372034,Y,,KwaZulu-Natal,DC21,Ugu District Municipality
4258,KWAMADLALA,Ugu District Municipality,DC21,KwaZulu Natal,-30.7166851,30.4666667,Y,,KwaZulu-Natal,DC21,Ugu District Municipality
4260,IZINGOLWENI,Ugu District Municipality,DC21,KwaZulu Natal,-30.771117,30.111219,Y,Y,KwaZulu-Natal,DC21,Ugu District Municipality
4261,MPUNZI DRIFT,Ugu District Municipality,DC21,KwaZulu Natal,-30.771117,30.111219,Y,,KwaZulu-Natal,DC21,Ugu District Municipality
4265,SHELLY BEACH,Ugu District Municipality,DC21,KwaZulu Natal,-30.7971908,30.409835,Y,Y,KwaZulu-Natal,DC21,Ugu District Municipality
4270,UVONGO,Ugu District Municipality,DC21,KwaZulu Natal,-30.8324918,30.3839017,Y,Y,KwaZulu-Natal,DC21,Ugu District Municipality
4275,MARGATE,Ugu District Municipality,DC21,KwaZulu Natal,-30.8510014,30.3533479,Y,Y,KwaZulu-Natal,DC21,Ugu District Municipality
4276,MANABA BEACH,Ugu District Municipality,DC21,KwaZulu Natal,-30.84547048,30.38637075,Y,Y,KwaZulu-Natal,DC21,Ugu District Municipality
4277,SOUTHBROOM,Ugu District Municipality,DC21,KwaZulu Natal,-30.914972,30.3166267,Y,Y,KwaZulu-Natal,DC21,Ugu District Municipality
4278,MUNSTER,Ugu District Municipality,DC21,KwaZulu Natal,-31.010427,30.248388,Y,,KwaZulu-Natal,DC21,Ugu District Municipality
4280,VILLAGE OF HAPPINESS,Ugu District Municipality,DC21,KwaZulu Natal,-30.85,30.366667,Y,,KwaZulu-Natal,DC21,Ugu District Municipality
4281,MARINA BEACH,Ugu District Municipality,DC21,KwaZulu Natal,-30.934844,30.304629,Y,,KwaZulu-Natal,DC21,Ugu District Municipality
