Pcode,Town,District,dis_code,Province,Geo_x,Geo_y,B,S,Ignore_prov,Ignore_district,Ignore_description
3710,GEORGEDALE,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.8039699,30.6314948,Y,,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
3720,CAMPERDOWN,uMgungundlovu District Municipality,DC22,KwaZulu Natal,-29.574126,31.116871,Y,Y,KwaZulu-Natal,DC22,uMgungundlovu District Municipality
3730,UMLAAS ROAD,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.8013309,30.6570965,Y,,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
3740,ESTON,uMgungundlovu District Municipality,DC22,KwaZulu Natal,-29.87056,30.50667,Y,,KwaZulu-Natal,DC22,uMgungundlovu District Municipality
3741,NKUMANE,uMgungundlovu District Municipality,DC22,KwaZulu Natal,-29.5998742,30.3845157,Y,,KwaZulu-Natal,DC22,uMgungundlovu District Municipality
3742,UMKOMAAS VALLEY,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-30.205939,30.79771,Y,,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
3750,MID ILLOVO,uMgungundlovu District Municipality,DC22,KwaZulu Natal,-30.07709409,30.55285268,Y,,KwaZulu-Natal,DC22,uMgungundlovu District Municipality
3751,KWAMKHONTO,uMgungundlovu District Municipality,DC22,KwaZulu Natal,-29.5998742,30.3845157,Y,,KwaZulu-Natal,DC22,uMgungundlovu District Municipality
3760,THORNVILLE,uMgungundlovu District Municipality,DC22,KwaZulu Natal,-29.743323,30.3906395,Y,,KwaZulu-Natal,DC22,uMgungundlovu District Municipality
3770,BAYNESFIELD,uMgungundlovu District Municipality,DC22,KwaZulu Natal,-29.76222,30.35056,Y,,KwaZulu-Natal,DC22,uMgungundlovu District Municipality
3780,RICHMOND,uMgungundlovu District Municipality,DC22,KwaZulu Natal,-29.89674,30.24763,Y,Y,KwaZulu-Natal,DC22,uMgungundlovu District Municipality
3781,BYRNE VALLEY,uMgungundlovu District Municipality,DC22,KwaZulu Natal,-29.89674,30.24763,Y,,KwaZulu-Natal,DC22,uMgungundlovu District Municipality
3782,NEW PATENI,uMgungundlovu District Municipality,DC22,KwaZulu Natal,-29.89674,30.24763,Y,,KwaZulu-Natal,DC22,uMgungundlovu District Municipality
3783,NHLAZUKA,Harry Gwala District Municipality,DC43,KwaZulu Natal,-31.4132246,23.9461518,Y,,KwaZulu-Natal,DC43,Harry Gwala District Municipality
3800,GINGINDLOVU,King Cetshwayo District Municipality,DC28,KwaZulu Natal,-29.0314,31.584646,Y,Y,KwaZulu-Natal,DC28,King Cetshwayo District Municipality
3801,AMATIKULU,King Cetshwayo District Municipality,DC28,KwaZulu Natal,-28.99871008,31.4745419,Y,Y,KwaZulu-Natal,DC28,King Cetshwayo District Municipality
3802,NYONI,iLembe District Municipality,DC29,KwaZulu Natal,-28.769091,31.86111,Y,,KwaZulu-Natal,DC29,iLembe District Municipality
3803,NDULINDE,iLembe District Municipality,DC29,KwaZulu Natal,-29.0314,31.584646,Y,,KwaZulu-Natal,DC29,iLembe District Municipality
3804,POSINI,King Cetshwayo District Municipality,DC28,KwaZulu Natal,-29.0314,31.584646,Y,,KwaZulu-Natal,DC28,King Cetshwayo District Municipality
3805,EMOYENI,King Cetshwayo District Municipality,DC28,KwaZulu Natal,-29.0314,31.584646,Y,,KwaZulu-Natal,DC28,King Cetshwayo District Municipality
3806,NSINGWENI,King Cetshwayo District Municipality,DC28,KwaZulu Natal,-29.0314,31.584646,Y,,KwaZulu-Natal,DC28,King Cetshwayo District Municipality
3807,DOKODWENI,iLembe District Municipality,DC29,KwaZulu Natal,-29.0314,31.584646,Y,,KwaZulu-Natal,DC29,iLembe District Municipality
3808,MASUNDWINI,uMkhanyakude District Municipality,DC27,KwaZulu Natal,-28.7302026,32.0431273,Y,,KwaZulu-Natal,DC27,uMkhanyakude District Municipality
3814,GCININHLIZIYO,King Cetshwayo District Municipality,DC28,KwaZulu Natal,-28.888488,31.467487,Y,,KwaZulu-Natal,DC28,King Cetshwayo District Municipality
3815,ESHOWE,King Cetshwayo District Municipality,DC28,KwaZulu Natal,-28.888488,31.467487,Y,Y,KwaZulu-Natal,DC28,King Cetshwayo District Municipality
3816,NKWALINI,King Cetshwayo District Municipality,DC28,KwaZulu Natal,-28.888488,31.467487,Y,,KwaZulu-Natal,DC28,King Cetshwayo District Municipality
3817,NDUNDULU,King Cetshwayo District Municipality,DC28,KwaZulu Natal,-28.888488,31.467487,Y,,KwaZulu-Natal,DC28,King Cetshwayo District Municipality
3818,SAMUNGU,King Cetshwayo District Municipality,DC28,KwaZulu Natal,-29.0314,31.584646,Y,,KwaZulu-Natal,DC28,King Cetshwayo District Municipality
3820,KWA PETT,King Cetshwayo District Municipality,DC28,KwaZulu Natal,-28.9355475,31.1953783,Y,,KwaZulu-Natal,DC28,King Cetshwayo District Municipality
3821,EZIMPOHLO,King Cetshwayo District Municipality,DC28,KwaZulu Natal,-28.888488,31.467487,Y,,KwaZulu-Natal,DC28,King Cetshwayo District Municipality
3822,MABOGWENI,Harry Gwala District Municipality,DC43,KwaZulu Natal,-30.151311,30.0593783,Y,,KwaZulu-Natal,DC28,King Cetshwayo District Municipality,DIS,,3822 Mabogweni Mkhomazi Wilderness Area Sisonke (DC43) KwaZulu-Natal: B-3822. Title:B-3822 ren
3823,CATHERINE BOOTH,King Cetshwayo District Municipality,DC28,KwaZulu Natal,-28.888488,31.467487,Y,,KwaZulu-Natal,DC28,King Cetshwayo District Municipality
3825,KWA-NXAMALALA,Harry Gwala District Municipality,DC43,KwaZulu Natal,-29.61514,30.205898,Y,,KwaZulu-Natal,DC28,King Cetshwayo District Municipality,DIS,,B-3825 Kwa-Nxamalala Mkhomazi Wilderness Area Sisonke (DC43) renamed Harry Gwala
3830,NTUMENI,King Cetshwayo District Municipality,DC28,KwaZulu Natal,-28.888488,31.467487,Y,,KwaZulu-Natal,DC28,King Cetshwayo District Municipality
3835,MELMOTH,King Cetshwayo District Municipality,DC28,KwaZulu Natal,-28.589059,31.398586,Y,Y,KwaZulu-Natal,DC28,King Cetshwayo District Municipality
3836,HLABATHINI 2,King Cetshwayo District Municipality,DC28,KwaZulu Natal,-28.1444989,31.8806003,Y,,KwaZulu-Natal,DC28,King Cetshwayo District Municipality
3837,DENNY DALTON,King Cetshwayo District Municipality,DC28,KwaZulu Natal,-28.589059,31.398586,Y,,KwaZulu-Natal,DC28,King Cetshwayo District Municipality
3838,ULUNDI,Zululand District Municipality,DC26,KwaZulu Natal,-28.2833333,31.4333333,Y,Y,KwaZulu-Natal,DC26,Zululand District Municipality
3850,BABANANGO,Zululand District Municipality,DC26,KwaZulu Natal,-28.5666649,31.3898962,Y,,KwaZulu-Natal,DC26,Zululand District Municipality
3855,NKANDLA,King Cetshwayo District Municipality,DC28,KwaZulu Natal,-28.6243145,31.0866891,Y,,KwaZulu-Natal,DC28,King Cetshwayo District Municipality
3856,NHLOSHANE,King Cetshwayo District Municipality,DC28,KwaZulu Natal,-28.6243145,31.0866891,Y,,KwaZulu-Natal,DC26,Zululand District Municipality,DIS,,King Cetswayo District Municipality Nkandla Republic of South Africa. Suburb: NHLOSHANE; Post offi
3857,EKUKHANYENI,King Cetshwayo District Municipality,DC28,KwaZulu Natal,-28.589059,31.398586,Y,,KwaZulu-Natal,DC28,King Cetshwayo District Municipality
3858,VUMANHLAMVU,King Cetshwayo District Municipality,DC28,KwaZulu Natal,-28.6243145,31.0866891,Y,,KwaZulu-Natal,DC28,King Cetshwayo District Municipality
3859,EKHOMBE,King Cetshwayo District Municipality,DC28,KwaZulu Natal,-28.6243145,31.0866891,Y,,KwaZulu-Natal,DC28,King Cetshwayo District Municipality
3865,MAHLABATINI,Zululand District Municipality,DC26,KwaZulu Natal,-28.23759,31.46416,Y,,KwaZulu-Natal,DC26,Zululand District Municipality
3866,CEZA,Zululand District Municipality,DC26,KwaZulu Natal,-27.99002,31.36473,Y,,KwaZulu-Natal,DC26,Zululand District Municipality
3867,MTUNZINI,King Cetshwayo District Municipality,DC28,KwaZulu Natal,-28.950501,31.757152,Y,Y,KwaZulu-Natal,DC28,King Cetshwayo District Municipality
3871,SIDUMO,Zululand District Municipality,DC26,KwaZulu Natal,-27.99002,31.36473,Y,,KwaZulu-Natal,DC26,Zululand District Municipality
3872,QHUDENI,Harry Gwala District Municipality,DC43,KwaZulu Natal,-30.151311,30.0593783,Y,,KwaZulu-Natal,DC43,Harry Gwala District Municipality
3873,NHLWATHI,uMkhanyakude District Municipality,DC27,KwaZulu Natal,-28.128775,31.150542,Y,,KwaZulu-Natal,DC27,uMkhanyakude District Municipality
3874,NOMDIYA,uMkhanyakude District Municipality,DC27,KwaZulu Natal,-28.228775,31.350542,Y,,KwaZulu-Natal,DC27,uMkhanyakude District Municipality
3875,FELIXTON,King Cetshwayo District Municipality,DC28,KwaZulu Natal,-28.8319694,31.8932592,Y,,KwaZulu-Natal,DC28,King Cetshwayo District Municipality
3879,ESIDAKENI,King Cetshwayo District Municipality,DC28,KwaZulu Natal,-28.73714,31.8928199,Y,,KwaZulu-Natal,DC28,King Cetshwayo District Municipality
3880,EMPANGENI,King Cetshwayo District Municipality,DC28,KwaZulu Natal,-28.73714,31.8928199,Y,Y,KwaZulu-Natal,DC28,King Cetshwayo District Municipality
3881,HEATONVILLE,King Cetshwayo District Municipality,DC28,KwaZulu Natal,-28.73714,31.8928199,Y,,KwaZulu-Natal,DC28,King Cetshwayo District Municipality
3882,NSELENI,King Cetshwayo District Municipality,DC28,KwaZulu Natal,-28.672845,32.0218873,Y,,KwaZulu-Natal,DC28,King Cetshwayo District Municipality
3884,UPPER NSELENI,King Cetshwayo District Municipality,DC28,KwaZulu Natal,-28.73714,31.8928199,Y,,KwaZulu-Natal,DC28,King Cetshwayo District Municipality
3885,EMPUMENI,King Cetshwayo District Municipality,DC28,KwaZulu Natal,-28.73714,31.8928199,Y,,KwaZulu-Natal,DC28,King Cetshwayo District Municipality
3886,KWADLANGEZWA,King Cetshwayo District Municipality,DC28,KwaZulu Natal,-28.85826,31.8409,Y,,KwaZulu-Natal,DC28,King Cetshwayo District Municipality
3887,ESIKHAWINI,King Cetshwayo District Municipality,DC28,KwaZulu Natal,-28.88,31.9,Y,Y,KwaZulu-Natal,DC28,King Cetshwayo District Municipality
3888,MAHIHASHINI,King Cetshwayo District Municipality,DC28,KwaZulu Natal,-28.88,31.8986,Y,,KwaZulu-Natal,DC28,King Cetshwayo District Municipality
3889,DONDOTHA,King Cetshwayo District Municipality,DC28,KwaZulu Natal,-28.73714,31.8928199,Y,,KwaZulu-Natal,DC28,King Cetshwayo District Municipality
3890,MHLATUZE,King Cetshwayo District Municipality,DC28,KwaZulu Natal,-28.711952,31.514446,Y,,KwaZulu-Natal,DC28,King Cetshwayo District Municipality
3891,KWA-BIYELA,King Cetshwayo District Municipality,DC28,KwaZulu Natal,-28.483257,31.55,Y,,KwaZulu-Natal,DC28,King Cetshwayo District Municipality
3892,KWA-MALANDELA,King Cetshwayo District Municipality,DC28,KwaZulu Natal,-28.453257,31.57,Y,,KwaZulu-Natal,DC28,King Cetshwayo District Municipality
3893,BUCHANANA,King Cetshwayo District Municipality,DC28,KwaZulu Natal,-28.73714,31.8928199,Y,,KwaZulu-Natal,DC28,King Cetshwayo District Municipality
3894,EMLALAZI,King Cetshwayo District Municipality,DC28,KwaZulu Natal,-28.888488,31.467487,Y,,KwaZulu-Natal,DC28,King Cetshwayo District Municipality
3900,RICHARDS BAY,King Cetshwayo District Municipality,DC28,KwaZulu Natal,-28.7502026,32.0531273,Y,Y,KwaZulu-Natal,DC28,King Cetshwayo District Municipality
3901,MEER EN SEE,King Cetshwayo District Municipality,DC28,KwaZulu Natal,-28.78658,32.09387,Y,Y,KwaZulu-Natal,DC28,King Cetshwayo District Municipality
3902,WATERBERRY WOOD,King Cetshwayo District Municipality,DC28,KwaZulu Natal,-28.7502026,32.0531273,Y,,KwaZulu-Natal,DC28,King Cetshwayo District Municipality
3903,BOTTLEBRUSH,King Cetshwayo District Municipality,DC28,KwaZulu Natal,-28.7502026,32.0531273,Y,,KwaZulu-Natal,DC28,King Cetshwayo District Municipality
3904,ARBEX,King Cetshwayo District Municipality,DC28,KwaZulu Natal,-28.7502026,32.0531273,Y,,KwaZulu-Natal,DC28,King Cetshwayo District Municipality
3905,ENYOKENI,uMkhanyakude District Municipality,DC27,KwaZulu Natal,-28.7502026,32.0531273,Y,,KwaZulu-Natal,DC27,uMkhanyakude District Municipality
3910,EMPANGENI STATION,King Cetshwayo District Municipality,DC28,KwaZulu Natal,-28.77167,31.90889,Y,,KwaZulu-Natal,DC28,King Cetshwayo District Municipality
3915,KWAMBONAMBI,King Cetshwayo District Municipality,DC28,KwaZulu Natal,-28.6038255,32.086585,Y,,KwaZulu-Natal,DC28,King Cetshwayo District Municipality
3920,CENTRAL,King Cetshwayo District Municipality,DC28,KwaZulu Natal,-27.76384,29.93736,Y,Y,KwaZulu-Natal,DC28,King Cetshwayo District Municipality
3925,MFOLOZI,uMkhanyakude District Municipality,DC27,KwaZulu Natal,-28.412558,32.1854288,Y,,KwaZulu-Natal,DC27,uMkhanyakude District Municipality
3930,RIVER VIEW,uMkhanyakude District Municipality,DC27,KwaZulu Natal,-28.44385489,32.18376987,Y,,KwaZulu-Natal,DC27,uMkhanyakude District Municipality
3934,ESIPHAMBANWENI,Zululand District Municipality,DC26,KwaZulu Natal,-28.1444989,31.8806003,Y,,KwaZulu-Natal,DC26,Zululand District Municipality
3935,MTUBATUBA,uMkhanyakude District Municipality,DC27,KwaZulu Natal,-28.412558,32.1854288,Y,Y,KwaZulu-Natal,DC27,uMkhanyakude District Municipality
3936,ST LUCIA ESTUARY,uMkhanyakude District Municipality,DC27,KwaZulu Natal,-28.3828262,32.4080359,Y,,KwaZulu-Natal,DC27,uMkhanyakude District Municipality
3937,HLABISA,uMkhanyakude District Municipality,DC27,KwaZulu Natal,-28.1457392,31.875235,Y,,KwaZulu-Natal,DC27,uMkhanyakude District Municipality
3938,BUXEDENI,Zululand District Municipality,DC26,KwaZulu Natal,-28.1444989,31.8806003,Y,,KwaZulu-Natal,DC26,Zululand District Municipality
3939,HLALANATHI,Zululand District Municipality,DC26,KwaZulu Natal,-28.1457392,31.875235,Y,,KwaZulu-Natal,DC26,Zululand District Municipality
3940,KWAMSANE,uMkhanyakude District Municipality,DC27,KwaZulu Natal,-28.42772796,32.14833102,Y,,KwaZulu-Natal,DC27,uMkhanyakude District Municipality
3941,GEDLEZA,uMkhanyakude District Municipality,DC27,KwaZulu Natal,-27.487189,32.224711,Y,,KwaZulu-Natal,DC27,uMkhanyakude District Municipality
3942,EZIBAYENI,uMkhanyakude District Municipality,DC27,KwaZulu Natal,-28.412558,32.1854288,Y,,KwaZulu-Natal,DC27,uMkhanyakude District Municipality
3950,NONGOMA,uMkhanyakude District Municipality,DC27,KwaZulu Natal,-28.1444989,31.8806003,Y,Y,KwaZulu-Natal,DC27,uMkhanyakude District Municipality
3951,MAHLANGASI,Zululand District Municipality,DC26,KwaZulu Natal,-27.850788,31.825933,Y,,KwaZulu-Natal,DC26,Zululand District Municipality
3952,MSEBE,Zululand District Municipality,DC26,KwaZulu Natal,-27.860788,31.815933,Y,,KwaZulu-Natal,DC26,Zululand District Municipality
3953,BHANGONOMA,Zululand District Municipality,DC26,KwaZulu Natal,-28.1444989,31.8806003,Y,,KwaZulu-Natal,DC26,Zululand District Municipality
3954,KWALINDIZWE,Zululand District Municipality,DC26,KwaZulu Natal,-27.094867,31.997414,Y,,KwaZulu-Natal,DC26,Zululand District Municipality
3960,HLUHLUWE,uMkhanyakude District Municipality,DC27,KwaZulu Natal,-27.98353,32.18353,Y,,KwaZulu-Natal,DC27,uMkhanyakude District Municipality
3961,KWAMAKHASA,uMkhanyakude District Municipality,DC27,KwaZulu Natal,-27.98353,32.18353,Y,,KwaZulu-Natal,DC27,uMkhanyakude District Municipality
3963,EMAPHAYA,uMkhanyakude District Municipality,DC27,KwaZulu Natal,-26.990485,32.755188,Y,Y,KwaZulu-Natal,DC27,uMkhanyakude District Municipality
3964,QOTHO,uMkhanyakude District Municipality,DC27,KwaZulu Natal,-27.132188,31.9942293,Y,Y,KwaZulu-Natal,DC27,uMkhanyakude District Municipality
3965,MKUZE,uMkhanyakude District Municipality,DC27,KwaZulu Natal,-27.6178533,32.0327474,Y,,KwaZulu-Natal,DC27,uMkhanyakude District Municipality
3966,BAYALA,uMkhanyakude District Municipality,DC27,KwaZulu Natal,-27.6178533,32.0327474,Y,,KwaZulu-Natal,DC27,uMkhanyakude District Municipality
3967,SIBHAYI,uMkhanyakude District Municipality,DC27,KwaZulu Natal,-27.6166667,32.0333333,Y,,KwaZulu-Natal,DC27,uMkhanyakude District Municipality
3968,INGWAVUMA,uMkhanyakude District Municipality,DC27,KwaZulu Natal,-27.132188,31.9942293,Y,,KwaZulu-Natal,DC27,uMkhanyakude District Municipality
3969,JOZINI,uMkhanyakude District Municipality,DC27,KwaZulu Natal,-26.990485,32.755188,Y,,KwaZulu-Natal,DC27,uMkhanyakude District Municipality
3970,UBOMBO,uMkhanyakude District Municipality,DC27,KwaZulu Natal,-27.5677379,32.0820914,Y,,KwaZulu-Natal,DC27,uMkhanyakude District Municipality
3972,EGAGASINI,uMkhanyakude District Municipality,DC27,KwaZulu Natal,-27.6178533,32.0327474,Y,,KwaZulu-Natal,DC27,uMkhanyakude District Municipality
3973,KWANGWANASE,uMkhanyakude District Municipality,DC27,KwaZulu Natal,-28.750113,32.0544749,Y,,KwaZulu-Natal,DC27,uMkhanyakude District Municipality
3974,MBAZWANA,uMkhanyakude District Municipality,DC27,KwaZulu Natal,-27.5422921,32.6616518,Y,,KwaZulu-Natal,DC27,uMkhanyakude District Municipality
3975,MLAMBO,uMkhanyakude District Municipality,DC27,KwaZulu Natal,-27.6178533,32.0327474,Y,,KwaZulu-Natal,DC27,uMkhanyakude District Municipality
3976,EZIMPISINI,uMkhanyakude District Municipality,DC27,KwaZulu Natal,-27.6178533,32.0327474,Y,,KwaZulu-Natal,DC27,uMkhanyakude District Municipality
3977,EMANYISENI,uMkhanyakude District Municipality,DC27,KwaZulu Natal,-27.132188,31.9942293,Y,,KwaZulu-Natal,DC27,uMkhanyakude District Municipality
3978,QHAKAZA,uMkhanyakude District Municipality,DC27,KwaZulu Natal,-28.750113,32.0544749,Y,,KwaZulu-Natal,DC27,uMkhanyakude District Municipality
3979,OPHANSI,uMkhanyakude District Municipality,DC27,KwaZulu Natal,-27.6178533,32.0327474,Y,,KwaZulu-Natal,DC27,uMkhanyakude District Municipality
3980,CEZWANE,uMkhanyakude District Municipality,DC27,KwaZulu Natal,-27.6178533,32.0327474,Y,,KwaZulu-Natal,DC27,uMkhanyakude District Municipality
3981,ULWAZI,uMkhanyakude District Municipality,DC27,KwaZulu Natal,-27.6178533,32.0327474,Y,,KwaZulu-Natal,DC27,uMkhanyakude District Municipality
3982,KWAZIBI,uMkhanyakude District Municipality,DC27,KwaZulu Natal,-26.990485,32.755188,Y,,KwaZulu-Natal,DC27,uMkhanyakude District Municipality
3983,KWAMQOBELA,uMkhanyakude District Municipality,DC27,KwaZulu Natal,-26.990485,32.755188,Y,,KwaZulu-Natal,DC27,uMkhanyakude District Municipality
3984,VELABUSHA,uMkhanyakude District Municipality,DC27,KwaZulu Natal,-26.990485,32.755188,Y,,KwaZulu-Natal,DC27,uMkhanyakude District Municipality
3985,MANZENGWENYA,uMkhanyakude District Municipality,DC27,KwaZulu Natal,-26.990485,32.755188,Y,,KwaZulu-Natal,DC27,uMkhanyakude District Municipality
3986,KWAMZAMBANE,uMkhanyakude District Municipality,DC27,KwaZulu Natal,-26.990485,32.755188,Y,,KwaZulu-Natal,DC27,uMkhanyakude District Municipality
3987,MAKONYENI,uMkhanyakude District Municipality,DC27,KwaZulu Natal,-26.990485,32.755188,Y,,KwaZulu-Natal,DC27,uMkhanyakude District Municipality
3988,MOZI,uMkhanyakude District Municipality,DC27,KwaZulu Natal,-27.5422921,32.6616518,Y,,KwaZulu-Natal,DC27,uMkhanyakude District Municipality
3989,ENTSHONGWE,uMkhanyakude District Municipality,DC27,KwaZulu Natal,-26.990485,32.755188,Y,,KwaZulu-Natal,DC27,uMkhanyakude District Municipality
3990,GOLELA,Zululand District Municipality,DC26,KwaZulu Natal,-27.30834,31.89304,,Y,KwaZulu-Natal,DC26,Zululand District Municipality
3991,MLAMULA,uMkhanyakude District Municipality,DC27,KwaZulu Natal,-27.264387,32.524715,Y,,KwaZulu-Natal,DC27,uMkhanyakude District Municipality
3992,KWASKHEMELELE,Zululand District Municipality,DC26,KwaZulu Natal,-28.2833333,31.4333333,Y,,KwaZulu-Natal,DC26,Zululand District Municipality
3993,BHAMBANANA,Zululand District Municipality,DC26,KwaZulu Natal,-27.36725,31.61862,Y,,KwaZulu-Natal,DC26,Zululand District Municipality
3994,PHELANDABA,Zululand District Municipality,DC26,KwaZulu Natal,-27.054885,32.525992,Y,,KwaZulu-Natal,DC26,Zululand District Municipality
3996,NDUMO,uMkhanyakude District Municipality,DC27,KwaZulu Natal,-26.990485,32.755188,Y,,KwaZulu-Natal,DC27,uMkhanyakude District Municipality
4000,DURBAN,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.86026,31.01728,Y,Y,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4001,ADDINGTON,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.8624469,31.0400186,,Y,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4003,DURMAIL,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.86026,31.01728,Y,,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4004,MONTCLAIR,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.9185086,30.9675551,Y,Y,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4005,AUSTERVILLE,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.9444902,30.9745252,Y,Y,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4006,BELLAIR,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.884224,30.953243,Y,Y,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4007,BEREA ROAD,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.85121529,30.99564711,Y,Y,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4008,BISHOPSGATE,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.86026,31.01728,Y,Y,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4010,WARWICK TRIANGLE,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.85917,31.02431,Y,,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4011,YELLOWWOOD PARK,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.92376,30.939839,Y,Y,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4013,CONGELLA,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.8778158,30.996691,Y,Y,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4014,DALBRIDGE,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.8791364,30.9890905,Y,Y,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4015,DORMERTON,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.8264973,30.9704234,Y,Y,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4016,DURBAN NORTH,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.780962,31.044719,Y,Y,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4017,RIVERHORSE VALLEY EAST,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.660246,31.057172,Y,,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4018,EAST END,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.857876,31.027581,Y,,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4019,SUNNINGDALE,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.748872,31.045522,Y,Y,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4021,SOMERSET PARK,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.739827,31.052564,Y,Y,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4022,GLENASHLEY,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.760448,31.050741,Y,Y,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4023,GREYVILLE,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.848843,31.018248,Y,Y,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4024,HILLARY,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.889499,30.933659,Y,Y,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4025,STAMFORD HILL,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.8284982,31.0238886,Y,Y,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4026,JACOBS,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.937384,30.989626,Y,Y,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4027,LAMONTVILLE,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.942996,30.9497335,Y,Y,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4028,LAURIEN CREST,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.86026,31.01728,Y,,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4030,CHATSWORTH,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.907871,30.903333,Y,Y,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4031,UMLAZI,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.95646,30.94186,Y,Y,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4032,KWAZIMELE,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.7151479,30.9377672,Y,,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4034,ROCHDALE PARK,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.857876,31.027581,Y,,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4035,MARBLE RAY,uMkhanyakude District Municipality,DC27,KwaZulu Natal,-29.7785805,30.9378005,Y,Y,KwaZulu-Natal,DC27,uMkhanyakude District Municipality
4036,BLUFF,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.951593,30.968713,Y,Y,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4037,ALLEN RISE,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-28.5305539,30.8958242,,Y,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4039,SAWFISH CLINIC,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.7785805,30.9378005,Y,,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4041,UNIVERSITEIT VAN KWAZULU NATAL,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.86026,31.01728,Y,,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
4047,MEGA CITY,Amajuba District Municipality,DC25,KwaZulu Natal,-28.01311,30.057718,Y,,KwaZulu-Natal,DC25,Amajuba District Municipality
4050,ISINKONTSHE,eThekwini Metropolitan Municipality,ETH,KwaZulu Natal,-29.945611,30.957094,Y,,KwaZulu-Natal,ETH,eThekwini Metropolitan Municipality
