Location,Street_code,Box_code,Area,Municipality,Province,Country,Lat,Lon
Uitsig,8770,-------,Petrusville,Pixley ka Seme,Northern Cape,South Africa,-29.266667,20.766667
Keurtjieskloof,-------,8771,Vanderkloof,Pixley ka Seme,Northern Cape,South Africa,-30.0051165,24.7410067
Vanderkloof,8771,8771,Vanderkloof,Pixley ka Seme,Northern Cape,South Africa,-30.0051165,24.7410067
Vanderkloofdam,8771,8771,Vanderkloof,Pixley ka Seme,Northern Cape,South Africa,-29.99222,24.73167
Vosburg,8780,8780,De Aar,Pixley ka Seme,Northern Cape,South Africa,-30.59441199999999,22.8463007
Britstown,8782,8782,Britstown,Pixley ka Seme,Northern Cape,South Africa,-30.59973759999999,23.5133267
Mziwabantu,-------,8782,Britstown,Pixley ka Seme,Northern Cape,South Africa,-30.59973759999999,23.5133267
Proteaville,8782,-------,Britstown,Pixley ka Seme,Northern Cape,South Africa,-33.8195334,18.6554178
Lukhanyisweni,-------,8795,Philipstown,Pixley ka Seme,Northern Cape,South Africa,-30.7692461,29.5586174
Philipstown,8795,8795,Philipstown,Pixley ka Seme,Northern Cape,South Africa,-30.4367671,24.4724343
Blydeville,8801,8800,Upington,Siyanda,Northern Cape,South Africa,-28.4357614,21.2658719
Die Rand Ext 15,8800,8800,Upington,Siyanda,Northern Cape,South Africa,-28.4473543,21.2502223
Die Rand Uit 15,8800,8800,Upington,Siyanda,Northern Cape,South Africa,-28.4473543,21.2502223
Keide Bees,8801,8800,Upington,Siyanda,Northern Cape,South Africa,-28.437768,21.2919548
Riverside Ext 12,8801,8800,Upington,Siyanda,Northern Cape,South Africa,-28.4594,21.23851
Riverside Uit 12,8801,8800,Upington,Siyanda,Northern Cape,South Africa,33.9806005,-117.3754942
Upington,8801,8800,Upington,Siyanda,Northern Cape,South Africa,-28.3952677,21.2368084
Bellevue,8801,-------,Upington,Siyanda,Northern Cape,South Africa,-28.468059,21.2084904
Blikkies,8801,-------,Upington,Siyanda,Northern Cape,South Africa,-28.3952677,21.2368084
Blydeville,8801,8800,Upington,Siyanda,Northern Cape,South Africa,-28.4357614,21.2658719
Flora Park,8801,-------,Upington,Siyanda,Northern Cape,South Africa,-28.4390064,21.2502223
Flora Park Ext 36,8801,8801,Upington,Siyanda,Northern Cape,South Africa,-28.4390064,21.2502223
Florapark,8801,-------,Upington,Siyanda,Northern Cape,South Africa,-28.4390064,21.2502223
Florapark Uit 36,8801,8801,Upington,Siyanda,Northern Cape,South Africa,-28.4390064,21.2502223
Hillside,-------,8801,Upington,Siyanda,Northern Cape,South Africa,-28.4551136,21.2025287
Hillside Ext 41,8801,-------,Upington,Siyanda,Northern Cape,South Africa,-28.4551136,21.2025287
Hillside Ext 42,8801,-------,Upington,Siyanda,Northern Cape,South Africa,-28.4551136,21.2025287
Hillside Uit 41,8801,-------,Upington,Siyanda,Northern Cape,South Africa,-28.4551136,21.2025287
Hillside Uit 42,8801,-------,Upington,Siyanda,Northern Cape,South Africa,-28.4551136,21.2025287
Industrial Area,8801,-------,Upington,Siyanda,Northern Cape,South Africa,-28.44472,21.21583
Industriele Gebied,8801,-------,Upington,Siyanda,Northern Cape,South Africa,-28.3952677,21.2368084
Keide Bees,8801,8800,Upington,Siyanda,Northern Cape,South Africa,-28.437768,21.2919548
Lemoendraai,8801,-------,Upington,Siyanda,Northern Cape,South Africa,-28.47662,21.209881
Louisvale,8801,8809,Upington,Siyanda,Northern Cape,South Africa,-28.5701521,21.1965671
Louisvaleweg,8801,8815,Upington,Siyanda,Northern Cape,South Africa,-28.4824158,21.2740694
Middelpos,8801,-------,Upington,Siyanda,Northern Cape,South Africa,-28.444771,21.2703433
Morning Glory,8801,-------,Upington,Siyanda,Northern Cape,South Africa,-28.4624934,21.2084904
Oosterville,8801,-------,Upington,Siyanda,Northern Cape,South Africa,-28.4416575,21.2681076
Oosterville Ext 17,8801,-------,Upington,Siyanda,Northern Cape,South Africa,-28.4416575,21.2681076
Oosterville Uit 17,8801,-------,Upington,Siyanda,Northern Cape,South Africa,-28.4416575,21.2681076
Paballelo,8801,8801,Upington,Siyanda,Northern Cape,South Africa,-28.4392603,21.214452
Progress,8801,-------,Upington,Siyanda,Northern Cape,South Africa,-28.4605543,21.2204137
Rainbow,8801,-------,Upington,Siyanda,Northern Cape,South Africa,-28.3952677,21.2368084
Rand,8801,-------,Upington,Siyanda,Northern Cape,South Africa,-28.4473543,21.2502223
Riverside Ext 12,8801,8800,Upington,Siyanda,Northern Cape,South Africa,-28.4594,21.23851
Riverside Uit 12,8801,8800,Upington,Siyanda,Northern Cape,South Africa,33.9806005,-117.3754942
Rooiblok,8801,-------,Upington,Siyanda,Northern Cape,South Africa,-28.3952677,21.2368084
Rosedale,8801,-------,Upington,Siyanda,Northern Cape,South Africa,-28.4547193,21.2092356
Upington,8801,8800,Upington,Siyanda,Northern Cape,South Africa,-28.3952677,21.2368084
Upington Ext 12,8801,-------,Upington,Siyanda,Northern Cape,South Africa,-28.3952677,21.2368084
Upington Ext 19,8801,-------,Upington,Siyanda,Northern Cape,South Africa,-28.3952677,21.2368084
Upington Ext 40,8801,-------,Upington,Siyanda,Northern Cape,South Africa,-28.3952677,21.2368084
Upington Ext 41,8801,-------,Upington,Siyanda,Northern Cape,South Africa,-28.3952677,21.2368084
Upington Ext 42,8801,-------,Upington,Siyanda,Northern Cape,South Africa,-28.3952677,21.2368084
