Location,Street_code,Box_code,Area,Municipality,Province,Country,Lat,Lon
Mountain View Village,7945,-------,Retreat,City of Cape Town,Western Cape,South Africa,-33.9771173,22.4406935
Muizenberg,7945,7950,Cape Town,City of Cape Town,Western Cape,South Africa,-34.0898847,18.495859
Norfolk Park,7945,-------,Tokai,City of Cape Town,Western Cape,South Africa,-33.9604102,18.4012537
Orchard Village,7945,-------,Retreat,City of Cape Town,Western Cape,South Africa,-34.0613123,18.4721169
Park Island,7945,-------,Muizenberg,City of Cape Town,Western Cape,South Africa,-34.08840989999999,18.4770149
Pekalmy Est,7945,-------,Bergvliet,City of Cape Town,Western Cape,South Africa,-34.046711,18.448096
Pekalmy Estate,-------,7945,Bergvliet,City of Cape Town,Western Cape,South Africa,-34.046711,18.448096
Pekalmy Lgd,7945,-------,Bergvliet,City of Cape Town,Western Cape,South Africa,-34.046711,18.448096
Pollsmoor,7945,-------,Retreat,City of Cape Town,Western Cape,South Africa,-34.0613123,18.4721169
Punts Est,7945,-------,Diep River,City of Cape Town,Western Cape,South Africa,-34.0342279,18.4646978
Punts Estate,-------,7945,Diep River,City of Cape Town,Western Cape,South Africa,-34.0392801,18.4750987
Punts Lgd,7945,-------,Diep River,City of Cape Town,Western Cape,South Africa,-34.0342279,18.4646978
Raapkraal,7945,-------,Tokai,City of Cape Town,Western Cape,South Africa,-34.0788875,18.4545959
Rest Haven,7945,-------,Tokai,City of Cape Town,Western Cape,South Africa,-34.060736,18.444705
Retreat,7945,7965,Cape Town,City of Cape Town,Western Cape,South Africa,-34.0613123,18.4721169
San Marina,7945,-------,Muizenberg,City of Cape Town,Western Cape,South Africa,-34.0814171,18.4778033
Sandvlei,7945,-------,Lakeside,City of Cape Town,Western Cape,South Africa,-34.0866913,18.4557951
Sea Wind,7945,-------,Retreat,City of Cape Town,Western Cape,South Africa,-34.074763,18.489942
Sheridon Park,7945,-------,Steenberg,City of Cape Town,Western Cape,South Africa,-34.0736398,18.470633
Silver Tree Est,7945,-------,Retreat,City of Cape Town,Western Cape,South Africa,-34.0878745,18.3732495
Silver Tree Estate,7945,-------,Retreat,City of Cape Town,Western Cape,South Africa,-34.0878745,18.3732495
Silver Tree Landgoed,7945,-------,Retreat,City of Cape Town,Western Cape,South Africa,-34.0878745,18.3732495
Silver Tree Lgd,7945,-------,Retreat,City of Cape Town,Western Cape,South Africa,-34.0878745,18.3732495
Somerset Park,7945,-------,Retreat,Cape Winelands,Western Cape,South Africa,-34.0613123,18.4721169
Southern Hills,7945,-------,Lavender Hill,City of Cape Town,Western Cape,South Africa,-34.0728749,18.482544
Square Hill,7945,-------,Retreat,City of Cape Town,Western Cape,South Africa,-34.0615311,18.4722213
St James,7945,7946,Muizenberg,City of Cape Town,Western Cape,South Africa,-34.1186787,18.4593328
St Montagu Village,7945,-------,Lavender Hill,City of Cape Town,Western Cape,South Africa,-34.07272409999999,18.4906161
St Montague Village,7945,-------,Lavender Hill,City of Cape Town,Western Cape,South Africa,-34.07272409999999,18.4906161
Steenberg,7945,7947,Retreat,City of Cape Town,Western Cape,South Africa,-34.0791853,18.4446498
Steenberg Est,7945,7945,Steenberg,City of Cape Town,Western Cape,South Africa,-34.075346,18.4216474
Steenberg Estate,7945,7945,Steenberg,City of Cape Town,Western Cape,South Africa,-34.075346,18.4216474
Steenberg Industria,7945,-------,Steenberg,City of Cape Town,Western Cape,South Africa,-34.0736398,18.470633
Steenberg Landgoed,7945,7945,Steenberg,City of Cape Town,Western Cape,South Africa,-34.0736398,18.470633
Steenberg Lgd,7945,7945,Steenberg,City of Cape Town,Western Cape,South Africa,-34.0736398,18.470633
Stonehurst Estate,7945,-------,Constantia,City of Cape Town,Western Cape,South Africa,-34.0858414,18.4439252
Stonehurst Landgoed,7945,-------,Constantia,City of Cape Town,Western Cape,South Africa,-34.0839263,18.4427727
Sunbury Estate,-------,7945,Heathfield,City of Cape Town,Western Cape,South Africa,-34.046382,18.472865
Sweet Valley,7945,-------,Bergvliet,City of Cape Town,Western Cape,South Africa,-34.0432179,18.460174
Tokai,7945,7966,Cape Town,City of Cape Town,Western Cape,South Africa,-34.0621045,18.4409577
Tussendal,7945,-------,Bergvliet,City of Cape Town,Western Cape,South Africa,-34.0546549,18.453955
Vita Nova Est,7945,-------,Tokai,City of Cape Town,Western Cape,South Africa,-34.0666328,18.4341215
Vita Nova Estate,-------,7945,Tokai,City of Cape Town,Western Cape,South Africa,-34.0666328,18.4341215
Vita Nova Lgd,7945,-------,Tokai,City of Cape Town,Western Cape,South Africa,-34.0666328,18.4341215
Vrygrond,7945,-------,Retreat,City of Cape Town,Western Cape,South Africa,-34.083684,18.485584
Westlake,7945,-------,Cape Town,City of Cape Town,Western Cape,South Africa,-34.0621045,18.4409577
Zerilda Park,7945,-------,Retreat,City of Cape Town,Western Cape,South Africa,-34.07576,18.4856159
Zwaanswyk,7945,-------,Retreat,City of Cape Town,Western Cape,South Africa,-34.057949,18.460071
Zwaanswyk Est,7945,-------,Retreat,City of Cape Town,Western Cape,South Africa,-34.057949,18.460071
Zwaanswyk Estate,-------,7945,Retreat,City of Cape Town,Western Cape,South Africa,-34.057949,18.460071
Zwaanswyk Lgd,7945,-------,Retreat,City of Cape Town,Western Cape,South Africa,NA,NA
St James,7945,7946,Muizenberg,City of Cape Town,Western Cape,South Africa,-34.1186787,18.4593328
Steenberg,7945,7947,Retreat,City of Cape Town,Western Cape,South Africa,-34.0791853,18.4446498
Capricorn Square,7945,7948,Cape Town,City of Cape Town,Western Cape,South Africa,-34.0884191,18.4816519
Capricorn Square,-------,7948,Capricorn Square,City of Cape Town,Western Cape,South Africa,-34.0884191,18.4816519
Capricornplein,7945,7948,Cape Town,City of Cape Town,Western Cape,South Africa,-33.9248685,18.4240553
Muizenberg,7945,7950,Cape Town,City of Cape Town,Western Cape,South Africa,-34.0898847,18.495859
Retreat,7945,7965,Cape Town,City of Cape Town,Western Cape,South Africa,-34.0613123,18.4721169
Tokai,7945,7966,Cape Town,City of Cape Town,Western Cape,South Africa,-34.0621045,18.4409577
Fish Hoek,7975,7974,Cape Town,City of Cape Town,Western Cape,South Africa,-34.1340882,18.4187029
Vishoek,7975,7974,Cape Town,City of Cape Town,Western Cape,South Africa,-34.1340882,18.4187029
Capri Village,7975,-------,Fish Hoek,City of Cape Town,Western Cape,South Africa,-34.139187,18.3916781
Carolwood,7975,-------,Fish Hoek,City of Cape Town,Western Cape,South Africa,-34.1340882,18.4187029
Clovelly,7975,-------,Fish Hoek,City of Cape Town,Western Cape,South Africa,-34.125929,18.433229
Faerie Knowe,7975,-------,Fish Hoek,City of Cape Town,Western Cape,South Africa,-34.1286825,18.3841637
Fish Hoek,7975,7974,Cape Town,City of Cape Town,Western Cape,South Africa,-34.1340882,18.4187029
Hazelwood Park,7975,-------,Fish Hoek,City of Cape Town,Western Cape,South Africa,-34.939,138.657
Imhoff's Gift,7975,-------,Fish Hoek,City of Cape Town,Western Cape,South Africa,-34.1340882,18.4187029
Imhoffs Gift,7975,-------,Fish Hoek,City of Cape Town,Western Cape,South Africa,-34.141779,18.3487468
Kalk Bay,7975,7990,Fish Hoek,City of Cape Town,Western Cape,South Africa,-34.1340882,18.4187029
Kalkbaai,7975,7990,Fish Hoek,City of Cape Town,Western Cape,South Africa,-34.1340882,18.4187029
Kommetjie,7975,7976,Fish Hoek,City of Cape Town,Western Cape,South Africa,-34.1334047,18.4148252
Long Beach Village,7975,-------,Fish Hoek,City of Cape Town,Western Cape,South Africa,-34.1340882,18.4187029
Masiphumelele,7975,-------,Fish Hoek,City of Cape Town,Western Cape,South Africa,-34.1291989,18.3764228
Milkwood Park,7975,-------,Fish Hoek,City of Cape Town,Western Cape,South Africa,-34.1230126,18.4253887
Milkwoodpark,7975,-------,Fish Hoek,City of Cape Town,Western Cape,South Africa,-34.1230126,18.4253887
Ocean View,7975,-------,Fish Hoek,City of Cape Town,Western Cape,South Africa,-34.13125,18.40502
Peers Hill Est,7975,-------,Fish Hoek,City of Cape Town,Western Cape,South Africa,-34.1284178,18.4222775
Peers Hill Estate,-------,7975,Fish Hoek,City of Cape Town,Western Cape,South Africa,-34.1279231,18.4222834
Peers Hill Lgd,7975,-------,Fish Hoek,City of Cape Town,Western Cape,South Africa,-34.1284178,18.4222775
Riverside Glen,7975,-------,Fish Hoek,City of Cape Town,Western Cape,South Africa,-34.129269,18.4125729
Scarborough,-------,7975,Fish Hoek,City of Cape Town,Western Cape,South Africa,-34.1969183,18.3738548
Seesig,7975,7977,Fish Hoek,City of Cape Town,Western Cape,South Africa,-33.8853405,18.6143136
Silverglade,7975,-------,Fish Hoek,City of Cape Town,Western Cape,South Africa,-34.1275018,18.4135104
Simon's Town,7975,7995,Fish Hoek,City of Cape Town,Western Cape,South Africa,-34.1340882,18.4187029
Simonstad,7975,7995,Fish Hoek,City of Cape Town,Western Cape,South Africa,-34.14593139999999,18.437655
Simonstown,7975,7995,Fish Hoek,City of Cape Town,Western Cape,South Africa,-34.1340882,18.4187029
Sun Valley,7975,7985,Fish Hoek,City of Cape Town,Western Cape,South Africa,-34.1212429,18.3980672
Sunny Cove,7975,-------,Fish Hoek,City of Cape Town,Western Cape,South Africa,-34.144172,18.4366626
